user,lat_min,lat_max,lng_min,lng_max,arr_t,lea_t,lat,lng,radius,poi1,poi2
230,39.999892,40.002385,116.32655,116.327457,2009-05-13 18:16:39,2009-05-13 19:52:34,40.0011385,116.3270035,143.88694902538617,生 活 服 务 ; 公 用 事 业 教 育 培 训 ; 幼 儿 园,交 通 设 施 ; 停 车 场 交 通 设 施 ; 停 车 场 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 宿 舍 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋
230,40.003708,40.00677,116.320472,116.322037,2009-05-14 01:58:05,2009-05-14 02:39:27,40.005239,116.3212545,182.82141663231187,美 食 ; 中 餐 厅 美 食 ; 蛋 糕 甜 品 店 美 食 ; 中 餐 厅 生 活 服 务 ; 公 共 厕 所 生 活 服 务 ; 公 共 厕 所 生 活 服 务 旅 游 景 点 ; 其 他 旅 游 景 点 ; 博 物 馆 旅 游 景 点 ; 其 他 旅 游 景 点 ; 博 物 馆 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 培 训 机 构 教 育 培 训 ; 培 训 机 构 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 培 训 机 构 教 育 培 训 ; 图 书 馆 教 育 培 训 ; 科 研 机 构,交 通 设 施 ; 停 车 场 交 通 设 施 ; 其 他 交 通 设 施 ; 停 车 场 交 通 设 施 ; 停 车 场 交 通 设 施 ; 停 车 场 房 地 产 ; 写 字 楼 房 地 产 ; 写 字 楼 房 地 产 ; 住 宅 区 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 公 司 企 业 ; 公 司 教 育 培 训 ; 科 研 机 构 政 府 机 构 ; 公 检 法 机 构 政 府 机 构 ; 公 检 法 机 构 政 府 机 构 ; 社 会 团 体
230,39.999664,40.000884,116.324528,116.327413,2009-05-14 02:43:33,2009-05-14 11:31:18,40.000274000000005,116.3259705,140.351289221501,运 动 健 身 ; 体 育 场 馆 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 小 学 教 育 培 训 ; 其 他 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 科 研 机 构,房 地 产 ; 写 字 楼
230,40.007542,40.010269,116.314396,116.317739,2009-05-14 11:43:39,2009-05-14 17:17:11,40.0089055,116.3160675,207.9755971356672,生 活 服 务 ; 公 共 厕 所 生 活 服 务 ; 售 票 处 生 活 服 务 ; 其 他 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 文 物 古 迹 旅 游 景 点 ; 风 景 区 旅 游 景 点 ; 公 园 旅 游 景 点 ; 文 物 古 迹 旅 游 景 点 ; 景 点 教 育 培 训 ; 科 研 机 构,医 疗 ; 其 他 政 府 机 构 ; 行 政 单 位
230,40.000065,40.002509,116.326254,116.327255,2009-05-14 17:23:51,2009-05-14 20:21:10,40.001287000000005,116.3267545,142.4113672742338,生 活 服 务 ; 公 用 事 业 教 育 培 训 ; 小 学 教 育 培 训 ; 幼 儿 园,交 通 设 施 ; 停 车 场 房 地 产 ; 内 部 楼 栋 房 地 产 ; 宿 舍 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 宿 舍
230,39.999492,40.001336,116.324606,116.327953,2009-05-14 21:43:50,2009-05-15 01:13:21,40.000414,116.3262795,175.5878102321787,生 活 服 务 ; 公 用 事 业 运 动 健 身 ; 体 育 场 馆 教 育 培 训 ; 小 学 教 育 培 训 ; 其 他 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 科 研 机 构 教 育 培 训 ; 科 研 机 构,交 通 设 施 ; 停 车 场 交 通 设 施 ; 停 车 场 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 写 字 楼 房 地 产 ; 内 部 楼 栋
230,40.007909,40.009573,116.320152,116.322068,2009-05-15 01:18:44,2009-05-15 01:56:15,40.008741,116.32111,123.35432606477482,美 食 ; 蛋 糕 甜 品 店 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点,交 通 设 施 ; 公 交 车 站 交 通 设 施 ; 公 交 车 站 房 地 产 ; 住 宅 区 政 府 机 构 ; 行 政 单 位
230,40.008968,40.009916,116.314437,116.317601,2009-05-15 15:21:00,2009-05-15 20:48:53,40.009442,116.316019,144.6792320850013,旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 风 景 区 旅 游 景 点 ; 景 点 旅 游 景 点 ; 景 点 旅 游 景 点 ; 文 物 古 迹 旅 游 景 点 ; 公 园 旅 游 景 点 ; 文 物 古 迹,
230,40.005134,40.007955,116.31956,116.321365,2009-05-15 20:51:52,2009-05-15 21:41:56,40.0065445,116.3204625,174.66479837258666,购 物 ; 商 铺 生 活 服 务 ; 公 共 厕 所 生 活 服 务 ; 其 他 旅 游 景 点 ; 景 点 旅 游 景 点 ; 其 他 旅 游 景 点 ; 博 物 馆 旅 游 景 点 ; 景 点 旅 游 景 点 ; 风 景 区 旅 游 景 点 ; 博 物 馆 旅 游 景 点 ; 博 物 馆 教 育 培 训 ; 科 研 机 构,交 通 设 施 ; 停 车 场 交 通 设 施 ; 其 他 交 通 设 施 ; 公 交 车 站 房 地 产 ; 内 部 楼 栋 政 府 机 构 ; 社 会 团 体 政 府 机 构 ; 公 检 法 机 构
230,39.998793,40.000748,116.326614,116.327401,2009-05-15 21:46:12,2009-05-16 01:12:35,39.9997705,116.3270075,113.74410614663472,,交 通 设 施 ; 停 车 场 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋 房 地 产 ; 内 部 楼 栋
